id,isDefault
801703,1.0
801704,1.0
801705,0.0005757037433795631
801706,9.851972536389919e-12
801707,1.0
801708,1.0
801709,1.0
801710,1.0
801711,1.0
801712,2.0889834256373425e-18
801713,0.9999876022338867
801714,1.0
801715,1.0
801716,1.0
801717,1.0
801718,0.9999985694885254
801719,1.0
801720,1.0
801721,1.0
801722,1.0
801723,1.0
801724,4.733523902705761e-12
801725,1.0
801726,1.0
801727,1.0
801728,1.0
801729,1.0
801730,1.0
801731,0.997895359992981
801732,1.0
801733,1.0
801734,1.0
801735,1.0
801736,1.0
801737,1.0
801738,1.0
801739,2.7989631234959234e-06
801740,1.0
801741,1.0
801742,1.0
801743,1.0
801744,1.0
801745,1.0
801746,1.0
801747,1.0
801748,1.0
801749,1.0
801750,1.0
801751,1.0
801752,1.0
801753,1.0
801754,0.97648686170578
801755,1.0
801756,1.0
801757,1.0
801758,1.0
801759,1.0579344689176651e-07
801760,1.0
801761,1.0
801762,1.0
801763,1.0
801764,1.0
801765,1.0
801766,1.0
801767,1.0
801768,1.0
801769,1.0
801770,1.0
801771,1.0
801772,1.0
801773,1.0
801774,1.0
801775,1.0
801776,4.905609346686615e-27
801777,1.0
801778,1.0
801779,1.0
801780,1.0
